2	62
4	24
6	211
8	59
10	184
12	51
14	98
16	140
18	277
20	48
22	128
24	68
26	107
28	79
30	43
32	41
34	20
36	20
38	121
40	35
42	183
44	151
46	27
48	66
50	24
52	56
54	65
56	187
58	154
60	208
62	232
64	200
66	38
68	34
70	131
72	137
74	39
76	82
78	21
80	29
82	168
84	68
86	23
88	21
90	300
92	388
94	400
96	56
98	27
100	59
102	216
104	111
106	64
108	33
110	133
112	46
114	48
116	143
118	71
120	26
122	61
124	24
126	45
128	184
130	353
132	22
134	25
136	35
138	51
140	21
142	33
144	206
146	29
148	65
150	32
152	106
154	51
156	37
158	173
160	120
162	42
164	63
166	20
168	69
170	22
172	27
174	177
176	63
178	273
180	63
182	28
184	251
186	92
188	112
190	59
192	35
194	305
196	39
198	181
200	216
202	20
204	42
206	64
208	33
210	132
212	25
214	128
216	131
218	53
220	22
222	387
224	141
226	50
228	21
230	133
232	93
234	480
236	124
238	29
240	24
242	20
244	238
246	195
248	56
250	122
252	21
254	159
256	207
258	23
260	24
262	160
264	120
266	23
268	328
270	138
272	51
274	71
276	518
278	23
280	258
282	22
284	47
286	288
288	75
290	150
292	124
294	150
296	147
298	127
300	20
302	21
304	26
306	32
308	397
310	21
312	223
314	245
316	75
318	174
320	154
322	51
324	66
326	187
328	283
330	147
332	183
334	333
336	130
338	75
340	44
342	201
344	190
346	193
348	58
350	50
352	42
354	233
356	24
358	43
360	102
362	25
364	20
366	33
368	45
370	75
372	66
374	274
376	30
378	375
380	162
382	53
384	22
386	23
388	52
390	31
392	111
394	149
396	54
398	172
400	22
402	68
404	44
406	342
408	27
410	28
412	51
414	25
416	493
418	20
420	36
422	97
424	44
426	101
428	55
430	65
432	62
434	44
436	145
438	33
440	51
442	143
444	24
446	36
448	38
450	540
452	206
454	236
456	217
458	183
460	68
462	33
464	53
466	101
468	143
470	57
472	263
474	327
476	83
478	113
480	60
482	26
484	139
486	189
488	154
490	57
492	55
494	47
496	129
498	149
500	225
502	37
504	251
506	242
508	87
510	30
512	21
514	194
516	21
518	73
520	23
522	30
524	306
526	68
528	53
530	45
532	274
534	80
536	163
538	81
540	63
542	135
544	31
546	59
548	155
550	40
552	84
554	114
556	44
558	20
560	101
562	72
564	34
566	149
568	81
570	22
572	20
574	46
576	36
578	24
580	47
582	62
584	24
586	166
588	225
590	48
592	360
594	25
596	20
598	25
600	89
602	29
604	27
606	236
608	163
610	75
612	27
614	39
616	43
618	216
620	110
622	228
624	141
626	32
628	27
630	108
632	118
634	135
636	20
638	67
640	109
642	318
644	42
646	38
648	297
650	311
652	22
654	147
656	24
658	71
660	224
662	23
664	166
666	245
668	46
670	46
672	29
674	41
676	77
678	28
680	38
682	399
684	86
686	71
688	24
690	115
692	40
694	157
696	29
698	127
700	21
702	31
704	90
706	29
708	105
710	86
712	162
714	44
716	269
718	39
720	30
722	42
724	85
726	24
728	26
730	38
732	20
734	64
736	24
738	148
740	20
742	26
744	27
746	67
748	108
750	33
752	73
754	34
756	109
758	357
760	41
762	21
764	109
766	175
768	64
770	64
772	33
774	224
776	105
778	65
780	55
782	232
784	39
786	117
788	249
790	231
792	47
794	39
796	358
798	239
800	28
802	75
804	332
806	140
808	23
810	26
812	20
814	35
816	25
818	21
820	21
822	25
824	20
826	115
828	104
830	106
832	25
834	54
836	50
838	93
840	197
842	27
844	81
846	405
848	150
850	51
852	49
854	217
856	26
858	21
860	71
862	165
864	294
866	20
868	208
870	269
872	71
874	34
876	21
878	134
880	368
882	137
884	43
886	240
888	20
890	119
892	226
894	245
896	362
898	30
900	45
902	49
904	47
906	41
908	74
910	60
912	53
914	23
916	317
918	103
920	26
922	127
924	82
926	20
928	32
930	63
932	241
934	174
936	142
938	108
940	107
942	79
